variables,units,values,description
af_3d.cl,,"[[[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  ...

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]


 [[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.00226138]
   [ 0.00200259]
   [ 0.00192094]
   [ 0.0019311 ]
   [ 0.0018934 ]]

  [[ 0.00452276]
   [ 0.00400518]
   [ 0.00384188]
   [ 0.00386219]
   [ 0.00378681]]

  ...

  [[-0.00452276]
   [-0.00400518]
   [-0.00384188]
   [-0.00386219]
   [-0.00378681]]

  [[-0.00226138]
   [-0.00200259]
   [-0.00192094]
   [-0.0019311 ]
   [-0.0018934 ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]


 [[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.02249114]
   [ 0.02048307]
   [ 0.01985525]
   [ 0.0199332 ]
   [ 0.01964406]]

  [[ 0.04498229]
   [ 0.04096614]
   [ 0.03971049]
   [ 0.03986639]
   [ 0.03928813]]

  ...

  [[-0.04498229]
   [-0.04096614]
   [-0.03971049]
   [-0.03986639]
   [-0.03928813]]

  [[-0.02249114]
   [-0.02048307]
   [-0.01985525]
   [-0.0199332 ]
   [-0.01964406]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]


 ...


 [[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.18189122]
   [ 0.18610647]
   [ 0.1874376 ]
   [ 0.194393  ]
   [ 0.19801159]]

  [[ 0.36378244]
   [ 0.37221294]
   [ 0.37487521]
   [ 0.388786  ]
   [ 0.39602318]]

  ...

  [[-0.36378244]
   [-0.37221294]
   [-0.37487521]
   [-0.388786  ]
   [-0.39602318]]

  [[-0.18189122]
   [-0.18610647]
   [-0.1874376 ]
   [-0.194393  ]
   [-0.19801159]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]


 [[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.19131361]
   [ 0.19659804]
   [ 0.19826681]
   [ 0.20486359]
   [ 0.20847081]]

  [[ 0.38262721]
   [ 0.39319608]
   [ 0.39653362]
   [ 0.40972718]
   [ 0.41694162]]

  ...

  [[-0.38262721]
   [-0.39319608]
   [-0.39653362]
   [-0.40972718]
   [-0.41694162]]

  [[-0.19131361]
   [-0.19659804]
   [-0.19826681]
   [-0.20486359]
   [-0.20847081]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]


 [[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.20244966]
   [ 0.20926705]
   [ 0.21141991]
   [ 0.21738108]
   [ 0.22104327]]

  [[ 0.40489932]
   [ 0.41853411]
   [ 0.42283983]
   [ 0.43476216]
   [ 0.44208654]]

  ...

  [[-0.40489932]
   [-0.41853411]
   [-0.42283983]
   [-0.43476216]
   [-0.44208654]]

  [[-0.20244966]
   [-0.20926705]
   [-0.21141991]
   [-0.21738108]
   [-0.22104327]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]]","4D array with the lift coefficients of the airfoils. Dimension 0 is along the blade span for n_span stations, dimension 1 is along the angles of attack, dimension 2 is along the Reynolds number, dimension 3 is along the number of tabs, which may describe multiple sets at the same station, for example in presence of a flap."
af_3d.cd,,"[[[[0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]]

  [[0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]]

  [[0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]]

  ...

  [[0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]]

  [[0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]]

  [[0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]
   [0.5       ]]]


 [[[0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]]

  [[0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]]

  [[0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]]

  ...

  [[0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]]

  [[0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]]

  [[0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]
   [0.48317224]]]


 [[[0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]]

  [[0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]]

  [[0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]]

  ...

  [[0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]]

  [[0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]]

  [[0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]
   [0.34328947]]]


 ...


 [[[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  ...

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]]


 [[[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  ...

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]]


 [[[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  ...

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]

  [[0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]
   [0.001     ]]]]","4D array with the drag coefficients of the airfoils. Dimension 0 is along the blade span for n_span stations, dimension 1 is along the angles of attack, dimension 2 is along the Reynolds number, dimension 3 is along the number of tabs, which may describe multiple sets at the same station, for example in presence of a flap."
af_3d.cm,,"[[[[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]

  [[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]

  [[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]

  ...

  [[-2.77555756e-17]
   [-2.77555756e-17]
   [-2.77555756e-17]
   [-2.77555756e-17]
   [-2.77555756e-17]]

  [[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]

  [[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]]


 [[[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]

  [[ 3.77966092e-03]
   [ 3.77966092e-03]
   [ 3.77966092e-03]
   [ 3.77966092e-03]
   [ 3.77966092e-03]]

  [[ 7.55932184e-03]
   [ 7.55932184e-03]
   [ 7.55932184e-03]
   [ 7.55932184e-03]
   [ 7.55932184e-03]]

  ...

  [[-9.13529113e-03]
   [-9.13529113e-03]
   [-9.13529113e-03]
   [-9.13529113e-03]
   [-9.13529113e-03]]

  [[-4.56764557e-03]
   [-4.56764557e-03]
   [-4.56764557e-03]
   [-4.56764557e-03]
   [-4.56764557e-03]]

  [[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]]


 [[[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]

  [[ 3.51557992e-02]
   [ 3.51557992e-02]
   [ 3.51557992e-02]
   [ 3.51557992e-02]
   [ 3.51557992e-02]]

  [[ 7.03115984e-02]
   [ 7.03115984e-02]
   [ 7.03115984e-02]
   [ 7.03115984e-02]
   [ 7.03115984e-02]]

  ...

  [[-8.49630101e-02]
   [-8.49630101e-02]
   [-8.49630101e-02]
   [-8.49630101e-02]
   [-8.49630101e-02]]

  [[-4.24815051e-02]
   [-4.24815051e-02]
   [-4.24815051e-02]
   [-4.24815051e-02]
   [-4.24815051e-02]]

  [[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]]


 ...


 [[[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]

  [[ 1.20000000e-01]
   [ 1.20000000e-01]
   [ 1.20000000e-01]
   [ 1.20000000e-01]
   [ 1.20000000e-01]]

  [[ 2.40000000e-01]
   [ 2.40000000e-01]
   [ 2.40000000e-01]
   [ 2.40000000e-01]
   [ 2.40000000e-01]]

  ...

  [[-3.00000000e-01]
   [-3.00000000e-01]
   [-3.00000000e-01]
   [-3.00000000e-01]
   [-3.00000000e-01]]

  [[-1.50000000e-01]
   [-1.50000000e-01]
   [-1.50000000e-01]
   [-1.50000000e-01]
   [-1.50000000e-01]]

  [[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]]


 [[[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]

  [[ 1.20000000e-01]
   [ 1.20000000e-01]
   [ 1.20000000e-01]
   [ 1.20000000e-01]
   [ 1.20000000e-01]]

  [[ 2.40000000e-01]
   [ 2.40000000e-01]
   [ 2.40000000e-01]
   [ 2.40000000e-01]
   [ 2.40000000e-01]]

  ...

  [[-3.00000000e-01]
   [-3.00000000e-01]
   [-3.00000000e-01]
   [-3.00000000e-01]
   [-3.00000000e-01]]

  [[-1.50000000e-01]
   [-1.50000000e-01]
   [-1.50000000e-01]
   [-1.50000000e-01]
   [-1.50000000e-01]]

  [[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]]


 [[[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]

  [[ 1.20000000e-01]
   [ 1.20000000e-01]
   [ 1.20000000e-01]
   [ 1.20000000e-01]
   [ 1.20000000e-01]]

  [[ 2.40000000e-01]
   [ 2.40000000e-01]
   [ 2.40000000e-01]
   [ 2.40000000e-01]
   [ 2.40000000e-01]]

  ...

  [[-3.00000000e-01]
   [-3.00000000e-01]
   [-3.00000000e-01]
   [-3.00000000e-01]
   [-3.00000000e-01]]

  [[-1.50000000e-01]
   [-1.50000000e-01]
   [-1.50000000e-01]
   [-1.50000000e-01]
   [-1.50000000e-01]]

  [[ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]
   [ 0.00000000e+00]]]]","4D array with the moment coefficients of the airfoils. Dimension 0 is along the blade span for n_span stations, dimension 1 is along the angles of attack, dimension 2 is along the Reynolds number, dimension 3 is along the number of tabs, which may describe multiple sets at the same station, for example in presence of a flap."
af_3d.rated_TSR,,[10.5],Constant tip speed ratio in region II.
af_3d.r_blade,m,"[  3.           6.44228216   9.88456432  13.32684647  16.76912863
  20.21141079  23.65369295  27.09597511  30.53825726  33.98053942
  37.42282158  40.86510374  44.3073859   47.74966806  51.19195021
  54.63423237  58.07651453  61.51879669  64.96107885  68.403361
  71.84564316  75.28792532  78.73020748  82.17248964  85.61477179
  89.05705395  92.49933611  95.94161827  99.38390043 102.82618259]",1D array of the dimensional spanwise grid defined along the rotor (hub radius to blade tip projected on the plane)
af_3d.rotor_radius,m,[102.82618259],"Scalar of the rotor radius, defined ignoring prebend and sweep curvatures, and cone and uptilt angles."
af_3d.r_thick_interp,,"[1.         0.9904762  0.90583552 0.76920637 0.62433185 0.51495506
 0.45652477 0.40898037 0.37373472 0.35299758 0.33854388 0.32716954
 0.31781339 0.30941425 0.30091105 0.29250549 0.28490061 0.27785301
 0.27111927 0.26445597 0.25761968 0.250367   0.2424545  0.23345852
 0.22353126 0.21373557 0.20477992 0.19617537 0.18790426 0.18      ]",1D array of the relative thicknesses of the blade defined along span.
af_3d.chord,m,"[4.5        4.51653455 4.59255455 4.72026865 4.75       4.75
 4.75       4.75       4.75       4.75       4.75       4.7
 4.64       4.48       4.30815493 4.07109567 3.83078655 3.59377787
 3.3535724  3.10972681 2.86394905 2.61780457 2.37255549 2.12536608
 1.87360817 1.6133977  1.34551447 1.07050448 0.78813172 0.5       ]",1D array of the chord values defined along blade span.
tower_grid.ref_axis,m,"[[  0.    0.    0. ]
 [  0.    0.   13.7]
 [  0.    0.   27.4]
 [  0.    0.   41.1]
 [  0.    0.   54.8]
 [  0.    0.   68.5]
 [  0.    0.   82.2]
 [  0.    0.   95.9]
 [  0.    0.  109.6]
 [  0.    0.  123.3]
 [  0.    0.  137. ]]","2D array of the coordinates (x,y,z) of the tower reference axis. The coordinate system is the global coordinate system of OpenFAST: it is placed at tower base with x pointing downwind, y pointing on the side and z pointing vertically upwards. A standard tower configuration will have zero x and y values and positive z values."
rotorse.ccblade.Uhub,m/s,[9.],Undisturbed wind speed
rotorse.tsr,,[10.5],Tip speed ratio
rotorse.pitch,deg,[0.],Pitch angle
rotorse.r,m,"[  3.           6.44228216   9.88456432  13.32684647  16.76912863
  20.21141079  23.65369295  27.09597511  30.53825726  33.98053942
  37.42282158  40.86510374  44.3073859   47.74966806  51.19195021
  54.63423237  58.07651453  61.51879669  64.96107885  68.403361
  71.84564316  75.28792532  78.73020748  82.17248964  85.61477179
  89.05705395  92.49933611  95.94161827  99.38390043 102.82618259]",radial locations where blade is defined (should be increasing and not go all the way to hub or tip)
rotorse.ccblade.s_opt_chord,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade chord
rotorse.ccblade.s_opt_theta,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade twist
rotorse.chord,m,"[4.5        4.51653455 4.59255455 4.72026865 4.75       4.75
 4.75       4.75       4.75       4.75       4.75       4.7
 4.64       4.48       4.30815493 4.07109567 3.83078655 3.59377787
 3.3535724  3.10972681 2.86394905 2.61780457 2.37255549 2.12536608
 1.87360817 1.6133977  1.34551447 1.07050448 0.78813172 0.5       ]",chord length at each section
rotorse.ccblade.theta_in,rad,"[ 0.3491      0.32625117  0.30085553  0.27319561  0.24355395  0.2057759
  0.15761451  0.11369865  0.08888556  0.08740227  0.08747036  0.08755246
  0.08760935  0.08649735  0.08026523  0.07090719  0.06112253  0.05334186
  0.04683973  0.04037517  0.03298558  0.02356245  0.0096627  -0.00714598
 -0.02406408 -0.03833817 -0.05056212 -0.06194147 -0.07234987 -0.08166095]",twist angle at each section (positive decreases angle of attack)
rotorse.ccblade.aoa_op,rad,"[3.14159265 3.14159265 3.14159265 3.14159265 3.14159265 3.14159265
 3.14159265 3.14159265 3.14159265 3.14159265 3.14159265 3.14159265
 3.14159265 3.14159265 3.14159265 3.14159265 3.14159265 3.14159265
 3.14159265 3.14159265 3.14159265 3.14159265 3.14159265 3.14159265
 3.14159265 3.14159265 3.14159265 3.14159265 3.14159265 3.14159265]",1D array with the operational angles of attack for the airfoils along blade span.
rotorse.airfoils_aoa,deg,"[-180.         -177.         -174.         -171.         -168.
 -165.         -162.         -159.         -156.         -153.
 -150.         -147.         -144.         -141.         -138.
 -135.         -132.         -129.         -126.         -123.
 -120.         -117.         -114.         -111.         -108.
 -105.         -102.          -99.          -96.          -93.
  -90.          -87.          -84.          -81.          -78.
  -75.          -72.          -69.          -66.          -63.
  -60.          -57.          -54.          -51.          -48.
  -45.          -42.          -39.          -36.          -33.
  -30.          -29.39393939  -28.78787879  -28.18181818  -27.57575758
  -26.96969697  -26.36363636  -25.75757576  -25.15151515  -24.54545455
  -23.93939394  -23.33333333  -22.72727273  -22.12121212  -21.51515152
  -20.90909091  -20.3030303   -19.6969697   -19.09090909  -18.48484848
  -17.87878788  -17.27272727  -16.66666667  -16.06060606  -15.45454545
  -14.84848485  -14.24242424  -13.63636364  -13.03030303  -12.42424242
  -11.81818182  -11.21212121  -10.60606061  -10.           -9.39393939
   -8.78787879   -8.18181818   -7.57575758   -6.96969697   -6.36363636
   -5.75757576   -5.15151515   -4.54545455   -3.93939394   -3.33333333
   -2.72727273   -2.12121212   -1.51515152   -0.90909091   -0.3030303
    0.3030303     0.90909091    1.51515152    2.12121212    2.72727273
    3.33333333    3.93939394    4.54545455    5.15151515    5.75757576
    6.36363636    6.96969697    7.57575758    8.18181818    8.78787879
    9.39393939   10.           10.60606061   11.21212121   11.81818182
   12.42424242   13.03030303   13.63636364   14.24242424   14.84848485
   15.45454545   16.06060606   16.66666667   17.27272727   17.87878788
   18.48484848   19.09090909   19.6969697    20.3030303    20.90909091
   21.51515152   22.12121212   22.72727273   23.33333333   23.93939394
   24.54545455   25.15151515   25.75757576   26.36363636   26.96969697
   27.57575758   28.18181818   28.78787879   29.39393939   30.
   33.           36.           39.           42.           45.
   48.           51.           54.           57.           60.
   63.           66.           69.           72.           75.
   78.           81.           84.           87.           90.
   93.           96.           99.          102.          105.
  108.          111.          114.          117.          120.
  123.          126.          129.          132.          135.
  138.          141.          144.          147.          150.
  153.          156.          159.          162.          165.
  168.          171.          174.          177.          180.        ]",angle of attack grid for polars
