variables,units,values,description
towerse.wind.distLoads.waveLoads_z,m,"[-7.50000000e+01 -6.00000000e+01 -4.50000000e+01 -3.00000000e+01
 -2.91666667e+01 -2.83333333e+01 -2.75000000e+01 -2.66666667e+01
 -2.58333333e+01 -2.50000000e+01 -2.49996667e+01 -2.49993333e+01
 -2.49990000e+01 -2.33326667e+01 -2.16663333e+01 -2.00000000e+01
 -1.99996667e+01 -1.99993333e+01 -1.99990000e+01 -1.83326667e+01
 -1.66663333e+01 -1.50000000e+01 -1.49996667e+01 -1.49993333e+01
 -1.49990000e+01 -1.33326667e+01 -1.16663333e+01 -1.00000000e+01
 -9.99966667e+00 -9.99933333e+00 -9.99900000e+00 -8.33266667e+00
 -6.66633333e+00 -5.00000000e+00 -4.99966667e+00 -4.99933333e+00
 -4.99900000e+00 -3.33266667e+00 -1.66633333e+00  0.00000000e+00
  3.33333333e-04  6.66666667e-04  1.00000000e-03  1.66733333e+00
  3.33366667e+00  5.00000000e+00  5.00033333e+00  5.00066667e+00
  5.00100000e+00  6.66733333e+00  8.33366667e+00  1.00000000e+01
  1.00003333e+01  1.00006667e+01  1.00010000e+01  1.16673333e+01
  1.33336667e+01  1.50000000e+01  1.50033333e+01  1.50066667e+01
  1.50100000e+01  1.93400000e+01  2.36700000e+01  2.80000000e+01
  2.80033333e+01  2.80066667e+01  2.80100000e+01  3.23400000e+01
  3.66700000e+01  4.10000000e+01  4.10033333e+01  4.10066667e+01
  4.10100000e+01  4.53400000e+01  4.96700000e+01  5.40000000e+01
  5.40033333e+01  5.40066667e+01  5.40100000e+01  5.83400000e+01
  6.26700000e+01  6.70000000e+01  6.70033333e+01  6.70066667e+01
  6.70100000e+01  7.13400000e+01  7.56700000e+01  8.00000000e+01
  8.00033333e+01  8.00066667e+01  8.00100000e+01  8.43400000e+01
  8.86700000e+01  9.30000000e+01  9.30033333e+01  9.30066667e+01
  9.30100000e+01  9.73400000e+01  1.01670000e+02  1.06000000e+02
  1.06003333e+02  1.06006667e+02  1.06010000e+02  1.10340000e+02
  1.14670000e+02  1.19000000e+02  1.19003333e+02  1.19006667e+02
  1.19010000e+02  1.23340000e+02  1.27670000e+02  1.32000000e+02
  1.32003333e+02  1.32006667e+02  1.32010000e+02  1.36135333e+02
  1.40260667e+02  1.44386000e+02]",
towerse.wind.distLoads.waveLoads_beta,deg,[0.],
towerse.yaw,deg,[0.],
towerse.transition_piece_I,kg*m**2,[1250000. 1250000. 2500000.       0.       0.       0.],
towerse.gravity_foundation_I,kg*m**2,[0. 0. 0. 0. 0. 0.],
towerse.suctionpile_depth,m,[45.],
towerse.pre.rna_F,N,[ 3742311.02982008    20114.12946787 -6929800.78374202],
towerse.pre.rna_M,N*m,[ -1136459.64813826 -12435269.88790403   9888055.31087311],
towerse.pre.z_soil,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.pre.k_soil,N/m,"[[0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]]",
towerse.tower.z,m,"[-7.50000000e+01 -6.00000000e+01 -4.50000000e+01 -3.00000000e+01
 -2.91666667e+01 -2.83333333e+01 -2.75000000e+01 -2.66666667e+01
 -2.58333333e+01 -2.50000000e+01 -2.49996667e+01 -2.49993333e+01
 -2.49990000e+01 -2.33326667e+01 -2.16663333e+01 -2.00000000e+01
 -1.99996667e+01 -1.99993333e+01 -1.99990000e+01 -1.83326667e+01
 -1.66663333e+01 -1.50000000e+01 -1.49996667e+01 -1.49993333e+01
 -1.49990000e+01 -1.33326667e+01 -1.16663333e+01 -1.00000000e+01
 -9.99966667e+00 -9.99933333e+00 -9.99900000e+00 -8.33266667e+00
 -6.66633333e+00 -5.00000000e+00 -4.99966667e+00 -4.99933333e+00
 -4.99900000e+00 -3.33266667e+00 -1.66633333e+00  0.00000000e+00
  3.33333333e-04  6.66666667e-04  1.00000000e-03  1.66733333e+00
  3.33366667e+00  5.00000000e+00  5.00033333e+00  5.00066667e+00
  5.00100000e+00  6.66733333e+00  8.33366667e+00  1.00000000e+01
  1.00003333e+01  1.00006667e+01  1.00010000e+01  1.16673333e+01
  1.33336667e+01  1.50000000e+01  1.50033333e+01  1.50066667e+01
  1.50100000e+01  1.93400000e+01  2.36700000e+01  2.80000000e+01
  2.80033333e+01  2.80066667e+01  2.80100000e+01  3.23400000e+01
  3.66700000e+01  4.10000000e+01  4.10033333e+01  4.10066667e+01
  4.10100000e+01  4.53400000e+01  4.96700000e+01  5.40000000e+01
  5.40033333e+01  5.40066667e+01  5.40100000e+01  5.83400000e+01
  6.26700000e+01  6.70000000e+01  6.70033333e+01  6.70066667e+01
  6.70100000e+01  7.13400000e+01  7.56700000e+01  8.00000000e+01
  8.00033333e+01  8.00066667e+01  8.00100000e+01  8.43400000e+01
  8.86700000e+01  9.30000000e+01  9.30033333e+01  9.30066667e+01
  9.30100000e+01  9.73400000e+01  1.01670000e+02  1.06000000e+02
  1.06003333e+02  1.06006667e+02  1.06010000e+02  1.10340000e+02
  1.14670000e+02  1.19000000e+02  1.19003333e+02  1.19006667e+02
  1.19010000e+02  1.23340000e+02  1.27670000e+02  1.32000000e+02
  1.32003333e+02  1.32006667e+02  1.32010000e+02  1.36135333e+02
  1.40260667e+02  1.44386000e+02]",
towerse.tower.E,N/m**2,"[2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11]",
towerse.tower.G,N/m**2,"[7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10]",
towerse.tower.rho,kg/m**3,"[7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.]",
towerse.tower.d,m,"[10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.          9.97533333  9.95066667  9.926       9.926       9.926
  9.926       9.765       9.604       9.443       9.443       9.443
  9.443       9.23966667  9.03633333  8.833       8.833       8.833
  8.833       8.60566667  8.37833333  8.151       8.151       8.151
  8.151       7.89733333  7.64366667  7.39        7.39        7.39
  7.39        7.22966667  7.06933333  6.909       6.909       6.909
  6.909       6.85533333  6.80166667  6.748       6.748       6.748
  6.748       6.68933333  6.63066667  6.572       6.572       6.572
  6.572       6.548       6.524       6.5       ]",
towerse.tower.t,m,"[0.055341  0.055341  0.055341  0.055341  0.055341  0.055341  0.055341
 0.055341  0.055341  0.054395  0.054395  0.054395  0.053449  0.053449
 0.053449  0.052479  0.052479  0.052479  0.051509  0.051509  0.051509
 0.050518  0.050518  0.050518  0.049527  0.049527  0.049527  0.048522
 0.048522  0.048522  0.047517  0.047517  0.047517  0.046517  0.046517
 0.046517  0.045517  0.045517  0.045517  0.044522  0.044522  0.044522
 0.043527  0.043527  0.043527  0.0428845 0.0428845 0.0428845 0.042242
 0.042242  0.042242  0.04165   0.04165   0.04165   0.041058  0.041058
 0.041058  0.040277  0.040277  0.040277  0.039496  0.039496  0.039496
 0.037976  0.037976  0.037976  0.036456  0.036456  0.036456  0.0351175
 0.0351175 0.0351175 0.033779  0.033779  0.033779  0.0329855 0.0329855
 0.0329855 0.032192  0.032192  0.032192  0.03145   0.03145   0.03145
 0.030708  0.030708  0.030708  0.0299045 0.0299045 0.0299045 0.029101
 0.029101  0.029101  0.028157  0.028157  0.028157  0.027213  0.027213
 0.027213  0.025611  0.025611  0.025611  0.024009  0.024009  0.024009
 0.0224175 0.0224175 0.0224175 0.020826  0.020826  0.020826  0.022412
 0.022412  0.022412  0.023998  0.023998  0.023998 ]",
towerse.tower.kidx,,[0. 1. 2. 3.],
towerse.tower.kx,N/m,[1.e+30 1.e+30 1.e+30 1.e+30],
towerse.tower.ky,N/m,[1.e+30 1.e+30 1.e+30 1.e+30],
towerse.tower.kz,N/m,[1.e+30 1.e+30 1.e+30 1.e+30],
towerse.tower.ktx,N/m,[1.e+30 1.e+30 1.e+30 1.e+30],
towerse.tower.kty,N/m,[1.e+30 1.e+30 1.e+30 1.e+30],
towerse.tower.ktz,N/m,[1.e+30 1.e+30 1.e+30 1.e+30],
towerse.tower.midx,,[57.  0.],
towerse.tower.m,kg,[100000.      0.],
towerse.tower.mIxx,kg*m**2,[1250000.       0.],
towerse.tower.mIyy,kg*m**2,[1250000.       0.],
towerse.tower.mIzz,kg*m**2,[2500000.       0.],
towerse.tower.mIxy,kg*m**2,[0. 0.],
towerse.tower.mIxz,kg*m**2,[0. 0.],
towerse.tower.mIyz,kg*m**2,[0. 0.],
towerse.tower.mrhox,m,[0. 0.],
towerse.tower.mrhoy,m,[0. 0.],
towerse.tower.mrhoz,m,[0. 0.],
towerse.tower.plidx,,[117.],
towerse.tower.Fx,N,[3742311.02982008],
towerse.tower.Fy,N,[20114.12946787],
towerse.tower.Fz,N,[-6929800.78374202],
towerse.tower.Mxx,N*m,[-1136459.64813826],
towerse.tower.Myy,N*m,[-12435269.88790403],
towerse.tower.Mzz,N*m,[9888055.31087311],
towerse.tower.Px,N/m,"[    0.             0.             0.          1818.14742973
  1821.38559962  1831.11913632  1847.40524317  1870.33966971
  1900.05734017  1936.73325829  1936.74934831  1936.76543949
  1936.78153181  2031.91190798  2158.02810404  2318.14225873
  2318.17793169  2318.21360616  2318.24928214  2516.25557316
  2757.00435806  3046.56765615  3046.63093918  3046.69422445
  3046.75751198  3392.71713193  3804.43301427  4293.64255402
  4293.74909372  4293.85563711  4293.96218418  4875.48097549
  5567.92905717  6395.07819116  6395.25903008  6395.43987558
  6395.62072766  7388.02211616  8584.76664216 10036.47337869
    62.17121375    75.62757229    84.64997631   568.93330704
   669.77137257   737.03203057   737.04364896   737.05526677
   737.06688399   789.01456242   831.95909337   868.89134274
   868.89825425   868.90516558   868.91207675   901.50587799
   930.80569886   957.50680874   957.55796988   957.60912262
   957.66026697  1018.01385918  1069.10987055  1113.75624146
  1113.78860081  1113.82095735  1113.85331108  1150.74034403
  1183.69212801  1213.47037422  1213.49466998  1213.51896431
  1213.54325721  1222.69865224  1228.81414353  1232.30917473
  1232.32783201  1232.34648844  1232.36514405  1227.72512549
  1220.93481931  1212.24203193  1212.25668967  1212.27134687
  1212.28600354  1198.49071932  1183.12658226  1166.3461236
  1166.35780215  1166.36948034  1166.38115818  1144.51271965
  1121.42472311  1097.20272976  1097.2120727   1097.22141539
  1097.23075782  1085.60523044  1073.14478326  1059.89909732
  1059.90697651  1059.91485552  1059.92273434  1061.93896013
  1063.50988645  1064.66158558  1064.66863051  1064.67567529
  1064.68271993  1064.66768134  1064.26630182  1063.49853961
  1063.50487799  1063.51121625  1063.51755439  1067.48714574
  1071.22533973  1074.74301834]",
towerse.tower.Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",
towerse.tower.Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",
towerse.E_full,N/m**2,"[2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11]",
towerse.post.E_user,Pa,[0.],
towerse.G_full,Pa,"[7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10]",
towerse.rho_full,kg/m**3,"[7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.]",
towerse.sigma_y_full,N/m**2,"[3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08]",
towerse.post.tower_Fz,N,"[   991857.19812747    991857.19812747    991857.19812747
 -20760096.45892269 -20649890.10357519 -20539683.7482277
 -20429477.39288018 -20319271.03753266 -20209064.68218515
 -20209021.34905411 -20208978.01587268 -20208934.68280182
 -19996059.55072439 -19783184.41862068 -19570309.28651698
 -19570267.47164384 -19570225.65671159 -19570183.84209941
 -19364995.26138899 -19159806.6807538  -18954618.1001186
 -18954577.83992761 -18954537.57957177 -18954497.31942137
 -18757164.82406777 -18559832.32877242 -18362499.83347698
 -18362461.15613426 -18362422.47922834 -18362383.80212671
 -18173021.60093353 -17983659.39974272 -17794297.19855191
 -17794260.11225399 -17794223.02592213 -17794185.93930661
 -17612757.56879877 -17431329.19852591 -17249900.82825286
 -17249865.32511397 -17249829.8220741  -17249794.31903424
 -17076263.31633076 -16902732.3137889  -16729201.31124706
 -16729167.10824592 -16729132.90479858 -16729098.70213852
 -16560668.92290072 -16392239.14412052 -16223809.36534004
 -16223776.14280918 -16223742.92031445 -16223709.69696868
 -16059981.35594161 -15896253.01439467 -15732524.67284757
 -14751570.35560695 -14751249.03832967 -14750927.72100388
 -14341597.96753374 -13932268.21407849 -13522938.46062328
 -13522635.42998247 -13522332.39935327 -13522029.36869105
 -13144558.1938034  -12768022.66268883 -12392422.81679414
 -12392144.59678683 -12391866.37670517 -12391588.15673709
 -12046737.68884617 -11707545.84623223 -11374012.60819009
 -11373763.98413616 -11373515.3601047  -11373266.73607324
 -11061452.13487567 -10756448.29787081 -10458255.22505128
 -10458033.50276015 -10457811.7803344  -10457590.05808967
 -10179976.00603619  -9909625.57074355  -9646538.75220813
  -9646344.22468396  -9646149.69726428  -9645955.16984461
  -9403869.66406717  -9169465.02885113  -8942741.24348255
  -8942575.20736286  -8942409.17116547  -8942243.13503586
  -8736036.35773715  -8534369.38493979  -8337242.23740653
  -8337101.02964096  -8336959.82193053  -8336818.61416245
  -8165493.73817368  -7995509.53756343  -7826865.98126268
  -7826745.21465053  -7826624.44800872  -7826503.6815148
  -7681366.21516081  -7537500.00985189  -7394905.06550243
  -7394787.4879882   -7394669.91050848  -7394552.33298076
  -7239064.1993155   -7084147.01951517  -6929800.78374195]",
