variables,units,values,description
rotorse.ccblade.Py_af,N/m,"[   70.06900117   109.09539502    63.66790051    31.00344507
   -80.20313193  -164.20845075  -197.31758936  -323.0220493
  -368.59958826  -346.61937013  -323.49996604  -293.90708046
  -268.27957683  -250.67435407  -254.61109322  -281.77785854
  -317.37740299  -347.74304604  -378.20265626  -412.18411261
  -457.27123904  -517.07239724  -614.41260879  -749.45033624
  -894.87898834  -985.55340541 -1019.52632359  -995.26002026
  -869.83899262  -609.90456819]",Distributed loads in airfoil y-direction
rotorse.ccblade.Pz_af,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",Distributed loads in airfoil z-direction
rotorse.ccblade.LiftF,N/m,"[-3.55271368e-14  9.00258003e+00  2.05521938e+02  4.13066354e+02
  8.46401628e+02  1.21053105e+03  1.31855650e+03  2.28978869e+03
  2.89372096e+03  3.29979369e+03  3.69942643e+03  4.07620994e+03
  4.43161766e+03  4.74121076e+03  5.11902580e+03  5.52000825e+03
  5.92003977e+03  6.26897624e+03  6.55283170e+03  6.81706118e+03
  7.04915044e+03  7.30468605e+03  7.66522706e+03  7.99897777e+03
  8.24693764e+03  8.14624245e+03  7.76189375e+03  7.08699702e+03
  5.92823067e+03  4.12217050e+03]",Distributed lift force
rotorse.ccblade.DragF,N/m,"[104.58176171 145.59951974 169.94783723 170.62007747 112.81416993
  58.37295134  50.55938397  34.85879502  32.89383356  37.84271459
  37.59398612  43.77054889  46.76498848  49.43296472  53.46651241
  54.78973704  57.32156636  61.24589534  62.67853237  63.48460662
  64.12647806  64.23199217  69.58262396  67.71068159  59.3074108
  58.61084424  58.93324748  56.17504881  50.04980694  38.5410673 ]",Distributed drag force
rotorse.ccblade.L_n_opt,N/m,"[-3.55271368e-14  9.00258003e+00  2.05521938e+02  4.13066354e+02
  8.46401628e+02  1.21053105e+03  1.31855650e+03  2.28978869e+03
  2.89372096e+03  3.29979369e+03  3.69942643e+03  4.07620994e+03
  4.43161766e+03  4.74121076e+03  5.11902580e+03  5.52000825e+03
  5.92003977e+03  6.26897624e+03  6.55283170e+03  6.81706118e+03
  7.04915044e+03  7.30468605e+03  7.66522706e+03  7.99897777e+03
  8.24693764e+03  8.14624245e+03  7.76189375e+03  7.08699702e+03
  5.92823067e+03  4.12217050e+03]",Distributed lift force
rotorse.ccblade.D_n_opt,N/m,"[104.58176171 145.59951974 169.94783723 170.62007747 112.81416993
  58.37295134  50.55938397  34.85879502  32.89383356  37.84271459
  37.59398612  43.77054889  46.76498848  49.43296472  53.46651241
  54.78973704  57.32156636  61.24589534  62.67853237  63.48460662
  64.12647806  64.23199217  69.58262396  67.71068159  59.3074108
  58.61084424  58.93324748  56.17504881  50.04980694  38.5410673 ]",Distributed drag force
rotorse.wt_class.V_mean,m/s,[7.5],
rotorse.wt_class.V_extreme1,m/s,[30.],
rotorse.wt_class.V_extreme50,m/s,[52.5],
rotorse.re.precomp.z,m,"[  3.           6.44228238   9.88456476  13.32684715  16.76912953
  20.21141191  23.65369429  27.09597667  30.53825906  33.98054144
  37.42282382  40.8651062   44.30738858  47.74967096  51.19195335
  54.63423573  58.07651811  61.51880049  64.96108287  68.40336526
  71.84564764  75.28793002  78.7302124   82.17249478  85.61477717
  89.05705955  92.49934193  95.94162431  99.38390669 102.82618908]",locations of properties along beam
rotorse.re.Tw_iner,m,"[30.55250184 32.54200887 13.48545329 17.87662842 16.5282307  14.3274031
 11.56700366  8.83785406  7.22249695  7.08624327  7.02734184  6.94678706
  6.84505362  6.67936526  6.20572824  5.60057181  4.95990128  4.43945641
  4.01952296  3.54894033  3.86327797  2.41274371  1.49633949  0.26757574
 -0.99208881 -2.07310515 -2.93450602 -3.58530333 -4.11713534 -4.53873956]",Orientation of the section principal inertia axes with respect the blade reference plane
rotorse.re.x_tc,m,"[-0.01845476 -0.00676464  0.08047537  0.24322689  0.24537052  0.23971785
  0.19460654  0.17432221  0.14843266  0.15036728  0.15040221  0.15028377
  0.15106671  0.14480623  0.13472076  0.13924944  0.11493447  0.09466338
  0.07728562  0.06548624  0.05969056  0.03915183  0.02383284  0.01255258
  0.00240752 -0.00238527 -0.0039721  -0.00479009 -0.00583808 -0.00438864]",X-coordinate of the tension-center offset with respect to the XR-YR axes
rotorse.re.y_tc,m,"[-0.00015144  0.00786129  0.14964362  0.04497276 -0.0033916  -0.03696274
 -0.09062118 -0.12100047 -0.11914874 -0.08911745 -0.04352987  0.00909896
  0.06159023  0.11166117  0.13036898  0.11057417  0.10326866  0.07242927
  0.0261221   0.02649902  0.13576125 -0.02721705 -0.07353757 -0.07613887
 -0.07548319 -0.06385986 -0.04461272 -0.02167905  0.00269053 -0.00490668]",Chordwise offset of the section tension-center with respect to the XR-YR axes
rotorse.re.x_sc,m,"[-0.01845476 -0.00676464  0.08047537  0.24555624  0.24797948  0.24183153
  0.19599677  0.17515318  0.14899279  0.15086715  0.15090444  0.15082777
  0.15166489  0.14546958  0.1353449   0.13976995  0.11536488  0.09500065
  0.07752259  0.06569654  0.05979092  0.0392386   0.02385648  0.0125634
  0.00240108 -0.0023968  -0.00398403 -0.00480163 -0.00585252 -0.00438864]",X-coordinate of the shear-center offset with respect to the XR-YR axes
rotorse.re.y_sc,m,"[-0.00015144  0.00786129  0.14964362  0.04302008 -0.00157442 -0.0325976
 -0.08563434 -0.11583117 -0.11408301 -0.08415682 -0.03839976  0.0144839
  0.06726807  0.11751082  0.1360261   0.11555814  0.1077393   0.07623112
  0.02901618  0.02935801  0.13742184 -0.02546171 -0.07267323 -0.07550166
 -0.07505365 -0.06356291 -0.04437634 -0.0214403   0.00310843 -0.00490668]","Chordwise offset of the section shear-center with respect to the reference frame, XR-YR"
rotorse.re.x_cg,m,"[-0.01845476 -0.00643786  0.07617107  0.19754229  0.22221187  0.2422136
  0.21832254  0.21103927  0.1889608   0.19498636  0.19641914  0.19537377
  0.19386113  0.18422006  0.16962264  0.1685495   0.14006228  0.11674275
  0.09745061  0.08196271  0.05707334  0.05005813  0.03084528  0.01410031
  0.00068762 -0.00590883 -0.00808789 -0.00849568 -0.00841799 -0.00495543]",X-coordinate of the center-of-mass offset with respect to the XR-YR axes
rotorse.re.y_cg,m,"[-1.51443081e-04  8.04392166e-03  1.06141969e-01  8.51197277e-02
  7.39402563e-02  9.81302389e-02  1.19017155e-01  1.42385890e-01
  1.81496969e-01  2.30642724e-01  2.77322544e-01  3.27513373e-01
  3.67435108e-01  4.23540955e-01  4.30703043e-01  3.95022098e-01
  3.81843068e-01  3.42826669e-01  2.93316853e-01  2.64124965e-01
  1.14602429e-01  1.73131246e-01  1.05778821e-01  6.99398716e-02
  3.46634473e-02  1.28997121e-02  4.59039342e-03  2.75431800e-03
  3.16511063e-03 -1.78285697e-02]",Chordwise offset of the section center of mass with respect to the XR-YR axes
rotorse.re.precomp.flap_iner,kg/m,"[5.52430606e+03 4.47675320e+03 3.14216960e+03 1.85840183e+03
 9.23181865e+02 5.04255299e+02 3.34374172e+02 2.27066598e+02
 1.65506483e+02 1.32358933e+02 1.11076134e+02 9.43739037e+01
 8.15080112e+01 6.78427173e+01 5.54081316e+01 4.31633822e+01
 3.29516959e+01 2.46705292e+01 1.85042468e+01 1.26556212e+01
 2.68754680e+01 5.98414415e+00 4.43901845e+00 2.78691747e+00
 1.64674797e+00 9.17037303e-01 4.58254579e-01 1.84371132e-01
 4.92653118e-02 1.08172781e-02]",Section flap inertia about the Y_G axis per unit length.
rotorse.re.precomp.edge_iner,kg/m,"[5.52456218e+03 4.56522131e+03 3.91774492e+03 3.00252325e+03
 2.23532755e+03 1.76301149e+03 1.46448196e+03 1.25408780e+03
 1.11016124e+03 1.01671251e+03 9.57566583e+02 8.99981408e+02
 8.47823649e+02 7.58643201e+02 6.58636823e+02 5.22494167e+02
 4.14996253e+02 3.16358287e+02 2.35606909e+02 1.68727532e+02
 1.63376179e+02 8.15160556e+01 5.55211644e+01 3.55486854e+01
 2.11392212e+01 1.21149844e+01 6.44777025e+00 2.93134231e+00
 1.03261709e+00 1.97141925e-01]",Section lag inertia about the X_G axis per unit length
rotorse.re.precomp.blade_mass,kg,[48044.05549002],mass of one blade
rotorse.re.precomp.blade_moment_of_inertia,kg*m**2,[63041660.24033217],mass moment of inertia of blade about hub
rotorse.re.precomp.mass_all_blades,kg,[144132.16647005],mass of all blades
rotorse.re.precomp.I_all_blades,kg*m**2,"[1.89124981e+08 9.45624904e+07 9.45624904e+07 0.00000000e+00
 0.00000000e+00 0.00000000e+00]","mass moments of inertia of all blades in hub c.s. order:Ixx, Iyy, Izz, Ixy, Ixz, Iyz"
rotorse.re.sc_ss_mats,,"[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]]","spar cap, suction side,  boolean of materials in each composite layer spanwise, passed as floats for differentiablity, used for Fatigue Analysis"
rotorse.re.sc_ps_mats,,"[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0. 0.]]","spar cap, pressure side, boolean of materials in each composite layer spanwise, passed as floats for differentiablity, used for Fatigue Analysis"
rotorse.re.te_ss_mats,,"[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]","trailing edge reinforcement, suction side,  boolean of materials in each composite layer spanwise, passed as floats for differentiablity, used for Fatigue Analysis"
rotorse.re.te_ps_mats,,"[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]","trailing edge reinforcement, pressure side, boolean of materials in each composite layer spanwise, passed as floats for differentiablity, used for Fatigue Analysis"
rotorse.rp.powercurve.pitch,deg,"[ 0.          0.          0.          0.          0.          0.6548782
  0.79098772  1.63984714  2.60250814  3.23075249  4.44207658  6.90275828
  9.22597818 11.52897432 13.84867381 16.19234288 18.5509102  20.90405295
 23.22374359 25.4786559 ]",rotor pitch schedule
rotorse.rp.powercurve.P_aero,W,"[ 579760.00084134 1287612.03499921 2167766.38904073 3044073.516346
 3729183.5749318  4030184.308618   4086047.4273005  4448043.68706202
 5085158.00481875 5540166.20498953 5540167.32133189 5540167.89240749
 5540157.18354997 5540166.68354063 5540171.96390037 5540164.10889732
 5540172.98057458 5540189.40042347 5540191.77153561 5540188.71910616]",rotor mechanical power
rotorse.rp.powercurve.T,N,"[239772.9782772  408181.39197708 577713.63920818 724519.2533721
 829568.97929402 834898.42316073 834848.99477815 834897.15987156
 834898.18059173 834899.51318774 768183.99402951 651659.95668425
 563078.22899876 492983.20957944 437371.89868942 393819.22459418
 360308.09356435 334862.26589004 315755.1871973  301477.29827741]",rotor aerodynamic thrust
rotorse.rp.powercurve.Q,N*m,"[1419393.1301163  2418296.98663565 3424396.71631531 4295401.54637305
 4918328.15122917 5160983.30053139 5202259.96360508 5443530.63056049
 6151616.68802284 6702049.14945382 6702050.49991536 6702051.19075685
 6702038.23603911 6702049.72836659 6702056.1161227  6702046.61376942
 6702057.3460137  6702077.20943118 6702080.07781266 6702076.3852281 ]",rotor aerodynamic torque
rotorse.rp.powercurve.M,N*m,"[ 5471576.81137268  9312904.30635899 13178663.14288535 16525831.81960695
 18921098.03983109 19032617.96015178 19029958.03943551 19023721.86803334
 18849094.49286558 18690368.33655297 17029336.47884557 14001380.27550832
 11539311.56071577  9436980.43920806  7621715.29510514  6061620.99870022
  4731623.85552136  3601111.75931555  2640679.89859937  1820505.7660497 ]",blade root moment
rotorse.rp.powercurve.Cp,,"[0.40600924 0.40708319 0.4078041  0.40815522 0.40827172 0.40389816
 0.40243308 0.38907045 0.36166214 0.33972468 0.29922857 0.21693912
 0.15317873 0.10705202 0.07494156 0.05299006 0.03805304 0.02784741
 0.02080815 0.01589177]",rotor electrical power coefficient
rotorse.rp.powercurve.Cp_aero,,"[0.44987174 0.45106171 0.45186049 0.45224955 0.45237864 0.44753258
 0.44590923 0.43110299 0.40073368 0.37642624 0.33155521 0.24037576
 0.16972713 0.1186172  0.08303774 0.05871475 0.04216403 0.03085586
 0.02305612 0.01760861]",rotor aerodynamic power coefficient
rotorse.rp.powercurve.Ct_aero,,"[0.74421889 0.74557952 0.74653017 0.74703122 0.74722524 0.70899029
 0.70077206 0.64751196 0.56408072 0.51099002 0.43201025 0.29576016
 0.20264147 0.13971901 0.09772954 0.06984255 0.05124207 0.03867364
 0.03002836 0.02395494]",rotor aerodynamic thrust coefficient
rotorse.rp.powercurve.Cq_aero,,"[0.04306668 0.04318059 0.04325706 0.04329431 0.04330666 0.04284275
 0.04268734 0.04126993 0.04062891 0.04009812 0.03684467 0.02973477
 0.02357788 0.01856818 0.01463933 0.011619   0.00931749 0.00756652
 0.00623059 0.00520581]",rotor aerodynamic torque coefficient
rotorse.rp.powercurve.Cm_aero,,"[0.16601646 0.16628923 0.16647319 0.16656753 0.16660329 0.15799501
 0.15615104 0.14422764 0.12449056 0.11182381 0.09361916 0.06211946
 0.04059548 0.02614536 0.01664815 0.01050873 0.00657811 0.00406559
 0.00245491 0.00141407]",rotor aerodynamic moment coefficient
rotorse.rp.powercurve.V_R25,m/s,[8.0952381],region 2.5 transition wind speed
rotorse.rp.powercurve.rated_V,m/s,[9.00784932],rated wind speed
rotorse.rp.powercurve.rated_Omega,rpm,[7.89380815],rotor rotation speed at rated
rotorse.rp.powercurve.rated_pitch,deg,[3.23075249],pitch setting at rated
rotorse.rp.powercurve.rated_T,N,[834899.51318774],rotor aerodynamic thrust at rated
rotorse.rp.powercurve.rated_Q,N*m,[6702049.14945382],rotor aerodynamic torque at rated
rotorse.rp.powercurve.rated_mech,W,[5540166.20498953],Mechanical shaft power at rated
rotorse.rp.powercurve.ax_induct_regII,,"[0.1072547  0.05358085 0.06841422 0.08621546 0.12692207 0.1524199
 0.13940373 0.2407114  0.28801257 0.29794781 0.30483095 0.30609232
 0.30542429 0.2984693  0.29914119 0.30225672 0.30307036 0.2998566
 0.29185522 0.2846668  0.27434306 0.26799662 0.26882646 0.2693349
 0.26714796 0.25472827 0.24024586 0.23097101 0.2378864  0.28819104]",rotor axial induction at cut-in wind speed along blade span
rotorse.rp.powercurve.tang_induct_regII,,"[-0.1072547  -0.04689832  0.00448319  0.01472576  0.0267557   0.02699632
  0.01888112  0.02353392  0.02117273  0.01752618  0.01481364  0.01247392
  0.010667    0.00912046  0.00797397  0.0070958   0.00632359  0.00562073
  0.00499547  0.00447003  0.00398877  0.00360628  0.00330171  0.00306642
  0.00286508  0.00257468  0.00229478  0.00207623  0.00196261  0.00207286]",rotor tangential induction at cut-in wind speed along blade span
rotorse.rp.powercurve.aoa_regII,deg,"[47.93351022 38.05500767 25.7550273  18.33463199 12.97854132 10.54664354
 10.8134195   9.01756099  8.01253391  6.73896994  5.64933657  4.80833906
  4.11501984  3.66000826  3.47751491  3.51202588  3.65139366  3.76008461
  3.87381082  4.00371941  4.25060934  4.56992039  5.12174258  5.86248027
  6.64620969  7.36346573  7.98438855  8.52880829  8.92378278  9.04461801]",angle of attack distribution along blade span at cut-in wind speed
rotorse.rp.powercurve.L_D,,"[-3.55680310e-18  6.24605035e-02  1.22337248e+00  2.58671634e+00
  7.59645876e+00  2.07956664e+01  2.53874256e+01  6.32117726e+01
  8.31644169e+01  8.15293834e+01  9.05718872e+01  8.64320019e+01
  8.88690129e+01  9.02171018e+01  9.02595481e+01  9.52628087e+01
  9.78492224e+01  9.78678826e+01  1.00847680e+02  1.04390709e+02
  1.07287732e+02  1.11721401e+02  1.08333497e+02  1.17425365e+02
  1.40236605e+02  1.37424655e+02  1.30869122e+02  1.26472454e+02
  1.18048230e+02  1.06668207e+02]",Lift over drag distribution along blade span at cut-in wind speed
rotorse.rp.powercurve.Cp_regII,,[0.45106171],power coefficient at cut-in wind speed
rotorse.rp.powercurve.cl_regII,,"[-1.77840155e-18  3.11795171e-02  4.75791819e-01  6.67129827e-01
  9.27399510e-01  9.81610833e-01  8.16272830e-01  1.12257885e+00
  1.14687788e+00  1.07401063e+00  1.00582972e+00  9.47557597e-01
  8.96344424e-01  8.60886039e-01  8.45716604e-01  8.52502935e-01
  8.62036913e-01  8.70169175e-01  8.76743902e-01  8.91701232e-01
  9.07818688e-01  9.39575490e-01  9.97428374e-01  1.06920245e+00
  1.15218932e+00  1.22382854e+00  1.29780937e+00  1.38588069e+00
  1.46831038e+00  1.53684391e+00]",lift coefficient distribution along blade span at cut-in wind speed
rotorse.rp.powercurve.cd_regII,,"[0.5        0.49918773 0.3889182  0.25790606 0.12208314 0.04720266
 0.03215264 0.01775902 0.01379049 0.0131733  0.01110532 0.01096304
 0.01008613 0.00954238 0.00936983 0.00894896 0.00880985 0.00889126
 0.00869374 0.00854196 0.00846153 0.00840999 0.00920702 0.00910538
 0.00821604 0.00890545 0.00991685 0.01095796 0.01243822 0.0144077 ]",drag coefficient distribution along blade span at cut-in wind speed
rotorse.rp.powercurve.rated_efficiency,,[0.9025],Efficiency at rated conditions
rotorse.rp.powercurve.V_spline,m/s,"[ 4.          4.10552764  4.21105528  4.31658291  4.42211055  4.52763819
  4.63316583  4.73869347  4.84422111  4.94974874  5.05527638  5.16080402
  5.26633166  5.3718593   5.47738693  5.58291457  5.68844221  5.79396985
  5.89949749  6.00502513  6.11055276  6.2160804   6.32160804  6.42713568
  6.53266332  6.63819095  6.74371859  6.84924623  6.95477387  7.06030151
  7.16582915  7.27135678  7.37688442  7.48241206  7.5879397   7.69346734
  7.79899497  7.90452261  8.01005025  8.11557789  8.22110553  8.32663317
  8.4321608   8.53768844  8.64321608  8.74874372  8.85427136  8.95979899
  9.06532663  9.17085427  9.27638191  9.38190955  9.48743719  9.59296482
  9.69849246  9.8040201   9.90954774 10.01507538 10.12060302 10.22613065
 10.33165829 10.43718593 10.54271357 10.64824121 10.75376884 10.85929648
 10.96482412 11.07035176 11.1758794  11.28140704 11.38693467 11.49246231
 11.59798995 11.70351759 11.80904523 11.91457286 12.0201005  12.12562814
 12.23115578 12.33668342 12.44221106 12.54773869 12.65326633 12.75879397
 12.86432161 12.96984925 13.07537688 13.18090452 13.28643216 13.3919598
 13.49748744 13.60301508 13.70854271 13.81407035 13.91959799 14.02512563
 14.13065327 14.2361809  14.34170854 14.44723618 14.55276382 14.65829146
 14.7638191  14.86934673 14.97487437 15.08040201 15.18592965 15.29145729
 15.39698492 15.50251256 15.6080402  15.71356784 15.81909548 15.92462312
 16.03015075 16.13567839 16.24120603 16.34673367 16.45226131 16.55778894
 16.66331658 16.76884422 16.87437186 16.9798995  17.08542714 17.19095477
 17.29648241 17.40201005 17.50753769 17.61306533 17.71859296 17.8241206
 17.92964824 18.03517588 18.14070352 18.24623116 18.35175879 18.45728643
 18.56281407 18.66834171 18.77386935 18.87939698 18.98492462 19.09045226
 19.1959799  19.30150754 19.40703518 19.51256281 19.61809045 19.72361809
 19.82914573 19.93467337 20.04020101 20.14572864 20.25125628 20.35678392
 20.46231156 20.5678392  20.67336683 20.77889447 20.88442211 20.98994975
 21.09547739 21.20100503 21.30653266 21.4120603  21.51758794 21.62311558
 21.72864322 21.83417085 21.93969849 22.04522613 22.15075377 22.25628141
 22.36180905 22.46733668 22.57286432 22.67839196 22.7839196  22.88944724
 22.99497487 23.10050251 23.20603015 23.31155779 23.41708543 23.52261307
 23.6281407  23.73366834 23.83919598 23.94472362 24.05025126 24.15577889
 24.26130653 24.36683417 24.47236181 24.57788945 24.68341709 24.78894472
 24.89447236 25.        ]",wind vector
